Palm_PositionX, Palm_PositionY, Palm_PositionZ, Palm_RotationX, Palm_RotationY, Palm_RotationZ, Palm_RotationW, Wrist_PositionX, Wrist_PositionY, Wrist_PositionZ, Forearm_RotationX, Forearm_RotationY, Forearm_RotationZ, Forearm_RotationW, IndexProx_PostionX, IndexProx_PostionY, IndexProx_PostionZ, IndexProx_RotationX, IndexProx_RotationY, IndexProx_RotationZ, IndexProx_RotationW, IndexInter_PostionX, IndexInter_PostionY, IndexInter_PostionZ, IndexInter_RotationX, IndexInter_RotationY, IndexInter_RotationZ, IndexInter_RotationW, IndexDistal_PostionX, IndexDistal_PostionY, IndexDistal_PostionZ, IndexDistal_RotationX, IndexDistal_RotationY, IndexDistal_RotationZ, IndexDistal_RotationW, MiddleProx_PostionX, MiddleProx_PostionY, MiddleProx_PostionZ, MiddleProx_RotationX, MiddleProx_RotationY, MiddleProx_RotationZ, MiddleProx_RotationW, MiddleInter_PostionX, MiddleInter_PostionY, MiddleInter_PostionZ, MiddleInter_RotationX, MiddleInter_RotationY, MiddleInter_RotationZ, MiddleInter_RotationW, MiddleDistal_PostionX, MiddleDistal_PostionY, MiddleDistal_PostionZ, MiddleDistal_RotationX, MiddleDistal_RotationY, MiddleDistal_RotationZ, MiddleDistal_RotationW, PinkyProx_PostionX, PinkyProx_PostionY, PinkyProx_PostionZ, PinkyProx_RotationX, PinkyProx_RotationY, PinkyProx_RotationZ, PinkyProx_RotationW, PinkyInter_PostionX, PinkyInter_PostionY, PinkyInter_PostionZ, PinkyInter_RotationX, PinkyInter_RotationY, PinkyInter_RotationZ, PinkyInter_RotationW, PinkyDistal_PostionX, PinkyDistal_PostionY, PinkyDistal_PostionZ, PinkyDistal_RotationX, PinkyDistal_RotationY, PinkyDistal_RotationZ, PinkyDistal_RotationW, RingProx_PostionX, RingProx_PostionY, RingProx_PostionZ, RingProx_RotationX, RingProx_RotationY, RingProx_RotationZ, RingProx_RotationW, RingInter_PostionX, RingInter_PostionY, RingInter_PostionZ, RingInter_RotationX, RingInter_RotationY, RingInter_RotationZ, RingInter_RotationW, RingDistal_PostionX, RingDistal_PostionY, RingDistal_PostionZ, RingDistal_RotationX, RingDistal_RotationY, RingDistal_RotationZ, RingDistal_RotationW, ThumbProx_PostionX, ThumbProx_PostionY, ThumbProx_PostionZ, ThumbProx_RotationX, ThumbProx_RotationY, ThumbProx_RotationZ, ThumbProx_RotationW, ThumbInter_PostionX, ThumbInter_PostionY, ThumbInter_PostionZ, ThumbInter_RotationX, ThumbInter_RotationY, ThumbInter_RotationZ, ThumbInter_RotationW, ThumbDistal_PostionX, ThumbDistal_PostionY, ThumbDistal_PostionZ, ThumbDistal_RotationX, ThumbDistal_RotationY, ThumbDistal_RotationZ, ThumbDistal_RotationW, middletoPalmDistanceX, middletoPalmDistanceY, middletoPalmDistanceZ
93.2101, 348.3645, 15.17159, 0.2223306, 0.1021655, -0.1378954, 0.959748, 110.7738, 321.188, 76.31049, 0.1004724, 0.1096609, -0.1250696, 0.980937, 59.93414, 332.0876, -10.65518, 63.79261, 320.3853, 6.743441, 67.55192, 321.3185, 17.65303, -0.5347964, 0.1916429, 0.04896603, 0.8215036, 0.9412182, -0.1488048, -0.138771, -0.2696442, 0.9803227, -0.1007512, -0.1597107, 0.05752499, 70.23801, 327.1246, -15.5298, 72.59844, 314.4656, 5.991364, 77.10157, 315.4942, 17.85427, -0.5387291, 0.2382883, -0.05419448, 0.8062583, 0.9368297, -0.2267335, -0.1090446, -0.2430047, 0.9659477, -0.181303, -0.1692849, 0.07359942, 105.6774, 321.4165, -13.01342, 99.91095, 314.7242, 1.797166, 100.8142, 316.1582, 13.36183, -0.5359443, 0.2135983, -0.2382886, 0.7812541, 0.8919131, -0.3659316, 0.08405001, -0.2520329, 0.9215578, -0.3813759, -0.01227856, 0.07164366, 89.06775, 322.575, -15.35644, 86.76794, 312.0864, 6.553361, 89.47118, 313.8493, 18.76744, -0.5511185, 0.2042573, -0.1364539, 0.7974508, 0.9360178, -0.269908, -0.01464688, -0.2254017, 0.9585529, -0.2541387, -0.08625377, 0.09565651, 56.9708, 328.603, 25.32743, 56.23844, 325.2567, -4.450981, 64.35505, 320.668, -17.21773, 0.1872413, 0.217988, 0.4802365, 0.8287308, -0.04156905, 0.03933891, 0.5153278, 0.8550799, -0.272799, -0.1476499, 0.5051073, 0.8053861, 16.10853, 32.87027, -2.682682
